Course / Learning material,Source,Course Level,Type (Free or Paid),Module,Duration,"Module / Sub-module 
Difficulty level",Keywords / Tags / Skills / Interests / Categories,Links
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Operationalizing Machine Learning Models: Dividing work,1:46mins,Medium,"data, partitioning, bigquery, ,ml, GroupByKey, CombineByKey",https://www.cloudskillsboost.google/course_sessions/5149327/video/359817
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Operationalizing Machine Learning Models: Bigtable performance,4mins,Medium,"data, bigtable, nodes, bigquery, SQL, timestamp, time series, performance",https://www.cloudskillsboost.google/course_sessions/5149327/video/359818
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Operationalizing Machine Learning Models: Price estimation,43 secs,Medium,"data, bigquery, query validator, pricing calculator",https://www.cloudskillsboost.google/course_sessions/5149327/video/359819
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Operationalizing Machine Learning Models: Case study 03,3 mins,Medium,"data, SQL, pipeline, cloud storage, cloud analytics, hadoop, logs",https://www.cloudskillsboost.google/course_sessions/5149327/video/359820
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Operationalizing Machine Learning Models: Case study 03,3 mins,Medium,"data, bigtable, cloud storage, bigquery, SQL, Cloud Analytics",https://www.cloudskillsboost.google/course_sessions/5149327/documents/359821
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Operationalizing Machine Learning Models: Challenge Lab 02 Intro,24 secs,Medium,"data, bigtable, cloud storage, bigquery, SQL, Cloud Analytics",https://www.cloudskillsboost.google/course_sessions/5149327/video/359822
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Operationalizing Machine Learning Models: PDE Prep: Cloud Dataproc Cluster Operations and Maintenance,2hrs,Medium,"data, bigtable, cloud storage, bigquery, SQL, Cloud Analytics",https://www.cloudskillsboost.google/course_sessions/5149327/labs/359823
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Operationalizing Machine Learning Models: Exam Tips #5,1 min,Medium,"data, bigtable, cloud storage, bigquery, SQL, Cloud Analytics",https://www.cloudskillsboost.google/course_sessions/5149327/documents/359824
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Operationalizing Machine Learning Models: Quiz: Operationalizing Machine Learning Models,1 mins,Medium,"data, bigtable, cloud storage, bigquery, SQL, Cloud Analytics",https://www.cloudskillsboost.google/course_sessions/5149327/quizzes/359825
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,"Security, Policy, and Reliability: Designing for Security and Compliance",4:34mins,Medium,"data engineering, cloud dataproc, logs, encryption, cloud storage",https://www.cloudskillsboost.google/course_sessions/5149327/video/359826
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,"Security, Policy, and Reliability: Practice exam questions 04",1mins,Medium,"data engineer, cloud storage, bigquery, Analyst3",https://www.cloudskillsboost.google/course_sessions/5149327/video/359827
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,"Security, Policy, and Reliability: Performing quality control",3mins,Medium,"data engineering, monitoring, stackdriver, tensorflow, security",https://www.cloudskillsboost.google/course_sessions/5149327/video/359828
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,"Security, Policy, and Reliability: Ensuring reliability",2mins,Medium,"data, realibility, scaling, nodes, availability, failover",https://www.cloudskillsboost.google/course_sessions/5149327/video/359829
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,"Security, Policy, and Reliability: Ensuring Solution Quality: Exam Guide Review",2mins,Medium,"data, data security, dataprep, data security, pipeline",https://www.cloudskillsboost.google/course_sessions/5149327/documents/359830
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,"Security, Policy, and Reliability: Exam Tips #5",1 mins,Medium,"data, data security, dataprep, data security, pipeline",https://www.cloudskillsboost.google/course_sessions/5149327/documents/359831
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,"Security, Policy, and Reliability: Quiz: Preparing for Reliability, Policy, and Security",2 mins,Medium,"data, data security,, data security, scaling, disaster recovery",https://www.cloudskillsboost.google/course_sessions/5149327/quizzes/359832
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Resources and Next Steps: Resources and next steps,2 mins,Medium,"data, data security,, data security, scaling, disaster recovery",https://www.cloudskillsboost.google/course_sessions/5149327/video/359833
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Resources and Next Steps: Practice exam quiz,14secs,Medium,"data, data security,, data security, scaling, disaster recovery",https://www.cloudskillsboost.google/course_sessions/5149327/video/359834
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Resources and Next Steps: Instructions of GRADED and UNGRADED Practice Exam Quizzes,1 mins,Medium,"data engineer, graded, ungraded, ",https://www.cloudskillsboost.google/course_sessions/5149327/documents/359835
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Resources and Next Steps:  Quiz: Ungraded Practice Exam,10mins,Medium,"data, data security, dataprep, data security, pipeline",https://www.cloudskillsboost.google/course_sessions/5149327/quizzes/359836
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Resources and Next Steps: Quiz: Graded Practice Exam,15 mins,Medium,"data, dataproc, cloud SQL, dataflow, Pub/Sub, and BigQuery",https://www.cloudskillsboost.google/course_sessions/5149327/quizzes/359837
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Resources and Next Steps: Quiz: Resources,3:26 mins,Medium,"data engineer, stackdriver, bigquery, dataproc, tensorflow",https://www.cloudskillsboost.google/course_sessions/5149327/video/359838
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,"Resources and Next Steps: Quiz: Review of tips",1 min,Medium,"data engineer, cloud engineer, cloud data cluster",https://www.cloudskillsboost.google/course_sessions/5149327/documents/359839
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,"Resources and Next Steps: Quiz: Course Summary Quiz - Prep for the Exam
",2 mins,Medium,"data engineer, Google Cloud, ML, data representations, pipelines",https://www.cloudskillsboost.google/course_sessions/5149327/quizzes/359840
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Resources and Next Steps: Quiz: Sample Exam Quiz Questions,15 mins,Medium,"data, bigquery, dataproc, storage cloud, bigtable, nodes, Pub/Sub",https://www.cloudskillsboost.google/course_sessions/5149327/documents/359841
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,"Course Resources: Preparing for the Google Cloud Professional Data Engineer Exam
 ",15 mins,Medium,"data, bigquery, dataproc, storage cloud, bigtable, nodes, Pub/Sub",https://www.cloudskillsboost.google/course_sessions/5149327/documents/359842
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,A Tour of Google Cloud Hands-on Labs,45 min,Easy to Medium,Cloud/Lab/console,https://www.cloudskillsboost.google/focuses/2794?parent=catalog
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Introduction to AI and Machine Learning on Google Cloud,8 hours,Easy to Medium,Machine Learning/ Google Cloud/ ,https://www.cloudskillsboost.google/course_templates/593
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Introduction to AI and Machine Learning on Google Cloud: Course introduction,4 min,Easy to Medium,Machine Learning/ Cloud/Data/Infrastructure/Bigquery/,https://www.cloudskillsboost.google/course_sessions/4968855/video/387507
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Foundations,110 min,Easy to Medium,Machine Learning/ Cloud/Data/Infrastructure/Bigquery/,https://www.cloudskillsboost.google/course_sessions/4968855/video/387508
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Foundations: Introduction,1 min,Easy to Medium,Machine Learning/ Cloud/Data/Infrastructure/Bigquery/,https://www.cloudskillsboost.google/course_sessions/4968855/video/387508
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Foundations: Why Google,9 min,Easy to Medium,Machine Learning/ Cloud/Data/Infrastructure/Bigquery/,https://www.cloudskillsboost.google/course_sessions/4968855/video/387509
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Foundations: Ai/ML framework on Google Cloud,2 min,Easy to Medium,Machine Learning/ Cloud/Data/Infrastructure/Bigquery/,https://www.cloudskillsboost.google/course_sessions/4968855/video/387510
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Foundations: Google Cloud infrastructure,8 min,Easy to Medium,Machine Learning/ Cloud/Data/Infrastructure/Bigquery/,https://www.cloudskillsboost.google/course_sessions/4968855/video/387511
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Foundations: Data and AI products,3 min,Easy to Medium,Machine Learning/ Cloud/Data/Infrastructure/Bigquery/,https://www.cloudskillsboost.google/course_sessions/4968855/video/387512
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Foundations: ML model categories,5 min,Easy to Medium,Machine Learning/ Cloud/Data/Infrastructure/Bigquery/,https://www.cloudskillsboost.google/course_sessions/4968855/video/387513
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Foundations: BigQuery ML,4 min,Easy to Medium,Machine Learning/ Cloud/Data/Infrastructure/Bigquery/,https://www.cloudskillsboost.google/course_sessions/4968855/video/387514
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Foundations: Lab introduction,1 min,Easy to Medium,Machine Learning/ Cloud/Data/Infrastructure/Bigquery/,https://www.cloudskillsboost.google/course_sessions/4968855/video/387515
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Foundations: Predicting Visitor Purchases with BigQuery ML,70 min,Easy to Medium,Machine Learning/ Cloud/Data/Infrastructure/Bigquery/,https://www.cloudskillsboost.google/course_sessions/4968855/labs/387516
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Foundations: Summary,1 min,Easy to Medium,Machine Learning/ Cloud/Data/Infrastructure/Bigquery/,https://www.cloudskillsboost.google/course_sessions/4968855/video/387517
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Foundations: Quiz,5 min,Easy to Medium,Machine Learning/ Cloud/Data/Infrastructure/Bigquery/,https://www.cloudskillsboost.google/course_sessions/4968855/quizzes/387518
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Foundations: Reading,2 min,Easy to Medium,Machine Learning/ Cloud/Data/Infrastructure/Bigquery/,https://www.cloudskillsboost.google/course_sessions/4968855/documents/387519
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Development Options,78 min,Easy to Medium,AI/Development/API/Vertex AI/AutoML/Workflow,https://www.cloudskillsboost.google/course_sessions/4968855/video/387520
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Development Options: Introduction,1 min,Easy to Medium,AI/Development/API/Vertex AI/AutoML/Workflow,https://www.cloudskillsboost.google/course_sessions/4968855/video/387520
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Development Options: AI developement options,5 min,Easy to Medium,AI/Development/API/Vertex AI/AutoML/Workflow,https://www.cloudskillsboost.google/course_sessions/4968855/video/387521
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Development Options: Pre-trained APIs,6 min,Easy to Medium,AI/Development/API/Vertex AI/AutoML/Workflow,https://www.cloudskillsboost.google/course_sessions/4968855/video/387522
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Development Options: Vertex AI,5 min,Easy to Medium,AI/Development/API/Vertex AI/AutoML/Workflow,https://www.cloudskillsboost.google/course_sessions/4968855/video/387523
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Development Options: AutoML,4 min,Easy to Medium,AI/Development/API/Vertex AI/AutoML/Workflow,https://www.cloudskillsboost.google/course_sessions/4968855/video/387524
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Development Options: Custom training,5 min,Easy to Medium,AI/Development/API/Vertex AI/AutoML/Workflow,https://www.cloudskillsboost.google/course_sessions/4968855/video/387525
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Development Options: Lab introduction,4 min,Easy to Medium,AI/Development/API/Vertex AI/AutoML/Workflow,https://www.cloudskillsboost.google/course_sessions/4968855/video/387526
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Development Options: Entity and Sentiment Analysis with the Natural Language API,40 min,Easy to Medium,AI/Development/API/Vertex AI/AutoML/Workflow,https://www.cloudskillsboost.google/course_sessions/4968855/labs/387527
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Development Options: Summary,1 min,Easy to Medium,AI/Development/API/Vertex AI/AutoML/Workflow,https://www.cloudskillsboost.google/course_sessions/4968855/video/387528
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Development Options: Quiz,5 min,Easy to Medium,AI/Development/API/Vertex AI/AutoML/Workflow,https://www.cloudskillsboost.google/course_sessions/4968855/quizzes/387529
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Development Options: Reading,2 min,Easy to Medium,AI/Development/API/Vertex AI/AutoML/Workflow,https://www.cloudskillsboost.google/course_sessions/4968855/documents/387530
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Development Workflow,191 min,Easy to Medium,AI/Development/API/Vertex AI/MLOps/Workflow,https://www.cloudskillsboost.google/course_sessions/4968855/video/387531
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Development Workflow: Introduction ,10 min,Easy to Medium,AI/Development/API/Vertex AI/MLOps/Workflow,https://www.cloudskillsboost.google/course_sessions/4968855/video/387531
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Development Workflow: How a machine learns ,3 min,Easy to Medium,AI/Development/API/Vertex AI/MLOps/Workflow,https://www.cloudskillsboost.google/course_sessions/4968855/video/387532
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Development Workflow: ML workflow ,3 min,Easy to Medium,AI/Development/API/Vertex AI/MLOps/Workflow,https://www.cloudskillsboost.google/course_sessions/4968855/video/387533
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Development Workflow: Data preparation ,3 min,Easy to Medium,AI/Development/API/Vertex AI/MLOps/Workflow,https://www.cloudskillsboost.google/course_sessions/4968855/video/387534
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Development Workflow: Model development ,6 min,Easy to Medium,AI/Development/API/Vertex AI/MLOps/Workflow,https://www.cloudskillsboost.google/course_sessions/4968855/video/387535
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Development Workflow: Model serving ,2 min,Easy to Medium,AI/Development/API/Vertex AI/MLOps/Workflow,https://www.cloudskillsboost.google/course_sessions/4968855/video/387536
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Development Workflow: MLOps and workflow automation,6 min,Easy to Medium,AI/Development/API/Vertex AI/MLOps/Workflow,https://www.cloudskillsboost.google/course_sessions/4968855/video/387537
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Development Workflow: Lab introduction ,150 min,Easy to Medium,AI/Development/API/Vertex AI/MLOps/Workflow,https://www.cloudskillsboost.google/course_sessions/4968855/video/387538
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Development Workflow: Vertex AI: Predicting Loan Risk with AutoML ,1 min,Easy to Medium,AI/Development/API/Vertex AI/MLOps/Workflow,https://www.cloudskillsboost.google/course_sessions/4968855/labs/387539
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Development Workflow: Summary ,1 min,Easy to Medium,AI/Development/API/Vertex AI/MLOps/Workflow,https://www.cloudskillsboost.google/course_sessions/4968855/video/387540
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Development Workflow: Quiz,5 min,Easy to Medium,AI/Development/API/Vertex AI/MLOps/Workflow,https://www.cloudskillsboost.google/course_sessions/4968855/quizzes/387541
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,AI Development Workflow: Reading,2 min,Easy to Medium,AI/Development/API/Vertex AI/MLOps/Workflow,https://www.cloudskillsboost.google/course_sessions/4968855/documents/387542
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Generative AI,96 min,Easy to Medium,Generative AI/LLM's,https://www.cloudskillsboost.google/course_sessions/4968855/video/387543
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Generative AI: Introduction ,1 min,Easy to Medium,Generative AI/LLM's,https://www.cloudskillsboost.google/course_sessions/4968855/video/387543
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Generative AI: Generative AI and LLMs ,7 min,Easy to Medium,Generative AI/LLM's,https://www.cloudskillsboost.google/course_sessions/4968855/video/387544
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Generative AI: Generative AI use case: Duet AI ,6 min,Easy to Medium,Generative AI/LLM's,https://www.cloudskillsboost.google/course_sessions/4968855/video/387545
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Generative AI: Model Garden ,4 min,Easy to Medium,Generative AI/LLM's,https://www.cloudskillsboost.google/course_sessions/4968855/video/387546
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Generative AI: Generative AI Studio ,6 min,Easy to Medium,Generative AI/LLM's,https://www.cloudskillsboost.google/course_sessions/4968855/video/387547
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Generative AI: AI solutions ,6 min,Easy to Medium,Generative AI/LLM's,https://www.cloudskillsboost.google/course_sessions/4968855/video/387548
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Generative AI: Lab introduction ,2 min,Easy to Medium,Generative AI/LLM's,https://www.cloudskillsboost.google/course_sessions/4968855/video/387549
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Generative AI: Get Started with Generative AI Studio ,60 min,Easy to Medium,Generative AI/LLM's,https://www.cloudskillsboost.google/course_sessions/4968855/labs/387550
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Generative AI: Summary ,1 min,Easy to Medium,Generative AI/LLM's,https://www.cloudskillsboost.google/course_sessions/4968855/video/387551
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Generative AI: Quiz,5 min,Easy to Medium,Generative AI/LLM's,https://www.cloudskillsboost.google/course_sessions/4968855/quizzes/387552
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Generative AI: Reading,2 min,Easy to Medium,Generative AI/LLM's,https://www.cloudskillsboost.google/course_sessions/4968855/documents/387553
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Generative AI: Course Summary,6 min,Easy to Medium,Generative AI/LLM's,https://www.cloudskillsboost.google/course_sessions/4968855/video/387554
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Launching into Machine Learning,10.5 hours,Easy to Medium,Machine learning/EDA/BigQuery/,https://www.cloudskillsboost.google/course_templates/8
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Launching into Machine Learning: Course introduction,1 min,Easy to Medium,Machine learning/EDA/BigQuery/,https://www.cloudskillsboost.google/course_sessions/4846710/video/410374
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Get to Know Your Data: Improve Data through Exploratory Data Analysis,210 min,Easy to Medium,Machine learning/EDA/BigQuery/,https://www.cloudskillsboost.google/course_sessions/4846710/video/410375
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Get to Know Your Data: Improve Data through Exploratory Data Analysis: Introduction,1 min,Easy to Medium,Machine learning/EDA/BigQuery/,https://www.cloudskillsboost.google/course_sessions/4846710/video/410375
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Get to Know Your Data: Improve Data through Exploratory Data Analysis: Improve data quality,13 min,Easy to Medium,Machine learning/EDA/BigQuery/,https://www.cloudskillsboost.google/course_sessions/4846710/video/410376
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Get to Know Your Data: Improve Data through Exploratory Data Analysis: Lab intro: Improve the quality of your data,1 min,Easy to Medium,Machine learning/EDA/BigQuery/,https://www.cloudskillsboost.google/course_sessions/4846710/video/410377
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Get to Know Your Data: Improve Data through Exploratory Data Analysis: Lab Demo: Improve the quality of your data,22 min,Easy to Medium,Machine learning/EDA/BigQuery/,https://www.cloudskillsboost.google/course_sessions/4846710/video/410378
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Get to Know Your Data: Improve Data through Exploratory Data Analysis: Improving Data Quality,30 min,Easy to Medium,Machine learning/EDA/BigQuery/,https://www.cloudskillsboost.google/course_sessions/4846710/labs/410379
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Get to Know Your Data: Improve Data through Exploratory Data Analysis: What is exploratory data analysis?,4 min,Easy to Medium,Machine learning/EDA/BigQuery/,https://www.cloudskillsboost.google/course_sessions/4846710/video/410380
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Get to Know Your Data: Improve Data through Exploratory Data Analysis: How is EDA used in machine learning?,4 min,Easy to Medium,Machine learning/EDA/BigQuery/,https://www.cloudskillsboost.google/course_sessions/4846710/video/410381
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Get to Know Your Data: Improve Data through Exploratory Data Analysis: Data analysis and visualization,3 min,Easy to Medium,Machine learning/EDA/BigQuery/,https://www.cloudskillsboost.google/course_sessions/4846710/video/410382
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Get to Know Your Data: Improve Data through Exploratory Data Analysis: Lab intro: Explore the data using Python and BigQuery,1 min,Easy to Medium,Machine learning/EDA/BigQuery/,https://www.cloudskillsboost.google/course_sessions/4846710/video/410383
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Get to Know Your Data: Improve Data through Exploratory Data Analysis: Exploratory Data Analysis Using Python and BigQuery,120 min,Easy to Medium,Machine learning/EDA/BigQuery/,https://www.cloudskillsboost.google/course_sessions/4846710/labs/410384
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Get to Know Your Data: Improve Data through Exploratory Data Analysis: Get to know your data: Improve data through Exploratory Data Analysis,5 min,Easy to Medium,Machine learning/EDA/BigQuery/,https://www.cloudskillsboost.google/course_sessions/4846710/quizzes/410385
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Get to Know Your Data: Improve Data through Exploratory Data Analysis: Resources: Get to Know Your Data: Improve Data through Exploratory Data Analysis,10 min,Easy to Medium,Machine learning/EDA/BigQuery/,https://www.cloudskillsboost.google/course_sessions/4846710/documents/410386
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Machine Learning in Practice,178 min,Easy to Medium,Machine Learning/Supervised learning/Linear Regression/,https://www.cloudskillsboost.google/course_sessions/4846710/video/410387
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Machine Learning in Practice: Introduction,1 min,Easy to Medium,Machine Learning/Supervised learning/Linear Regression/,https://www.cloudskillsboost.google/course_sessions/4846710/video/410387
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Machine Learning in Practice: Supervised learning,5 min,Easy to Medium,Machine Learning/Supervised learning/Linear Regression/,https://www.cloudskillsboost.google/course_sessions/4846710/video/410388
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Machine Learning in Practice: Linear regression,11 min,Easy to Medium,Machine Learning/Supervised learning/Linear Regression/,https://www.cloudskillsboost.google/course_sessions/4846710/video/410389
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Machine Learning in Practice: Lab intro: Introduction to linear regression,1 min,Easy to Medium,Machine Learning/Supervised learning/Linear Regression/,https://www.cloudskillsboost.google/course_sessions/4846710/video/410390
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Machine Learning in Practice: Lab Demo: Intro to Linear Regression,12 min,Easy to Medium,Machine Learning/Supervised learning/Linear Regression/,https://www.cloudskillsboost.google/course_sessions/4846710/video/410391
